 Longitude, Latitude, Power Density [W/m2]
-120.042,41.175,485.576
-114.592,41.175,368.217
-114.525,41.175,463.4
-114.292,41.175,461.385
-106.842,41.175,771.877
-106.825,41.175,738.819
-106.808,41.175,744.843
-106.792,41.175,605.115
-106.775,41.175,688.067
-106.758,41.175,642.601
-106.725,41.175,751.565
-106.708,41.175,698.435
-106.692,41.175,743.675
-106.675,41.175,639.846
-106.658,41.175,645.73
-105.508,41.175,616.276
-105.425,41.175,699.222
-105.408,41.175,713.404
-105.292,41.175,885.732
-105.275,41.175,889.683
-105.258,41.175,896.514
-105.242,41.175,881.943
-105.225,41.175,869.37
-105.208,41.175,841.058
-105.192,41.175,830.52
-105.175,41.175,797.033
-105.158,41.175,805.708
-105.142,41.175,756.208
-105.125,41.175,760.211
-105.108,41.175,724.131
-105.092,41.175,708.975
-105.075,41.175,697.849
-105.058,41.175,665.114
-105.042,41.175,662.77
-105.025,41.175,628.95
-105.008,41.175,623.961
-104.875,41.175,443.622
-104.392,41.175,399.67
-104.375,41.175,395.821
-104.325,41.175,383.824
-104.308,41.175,383.779
-104.292,41.175,384.5
-121.825,41.192,278.132
-114.325,41.192,468.271
-114.292,41.192,481.006
-106.842,41.192,758.668
-106.825,41.192,735.572
-106.808,41.192,742.808
-106.775,41.192,664.514
-106.725,41.192,625.505
-106.692,41.192,608.769
-105.475,41.192,637.147
-105.442,41.192,681.547
-105.425,41.192,696.858
-105.308,41.192,843.681
-105.292,41.192,871.581
-105.275,41.192,862.741
-105.258,41.192,871.596
-105.242,41.192,866.042
-105.225,41.192,867.555
-105.208,41.192,848.689
-105.192,41.192,842.202
-105.175,41.192,807.885
-105.158,41.192,814.099
-105.142,41.192,762.023
-105.125,41.192,762.904
-105.108,41.192,716.001
-105.092,41.192,690.051
-105.075,41.192,669.52
-105.058,41.192,632.878
-105.042,41.192,628.953
-104.275,41.192,388.338
-104.258,41.192,390.186
-104.242,41.192,388.987
-104.225,41.192,383.944
-104.192,41.192,380.597
-100.375,41.192,341.922
-121.858,41.208,276.617
-121.792,41.208,303.09
-120.525,41.208,530.458
-120.508,41.208,522.093
-120.475,41.208,521.115
-114.625,41.208,364.833
-114.558,41.208,468.24
-114.292,41.208,492.181
-106.875,41.208,824.514
-106.858,41.208,820.831
-106.842,41.208,731.869
-106.825,41.208,699.162
-106.808,41.208,689.314
-106.775,41.208,645.262
-105.358,41.208,791.808
-105.342,41.208,795.953
-105.325,41.208,865.131
-105.292,41.208,898.669
-105.275,41.208,892.296
-105.258,41.208,890.428
-105.242,41.208,876.89
-105.225,41.208,862.113
-105.208,41.208,837.844
-105.192,41.208,826.806
-105.175,41.208,787.65
-105.158,41.208,787.871
-105.142,41.208,736.457
-105.125,41.208,731.221
-105.108,41.208,687.056
-105.092,41.208,660.717
-105.075,41.208,642.17
-102.342,41.208,355.569
-101.842,41.208,319.557
-124.108,41.225,302.568
-121.792,41.225,257.856
-120.325,41.225,263.787
-114.608,41.225,349.238
-114.575,41.225,377.391
-114.292,41.225,515.221
-106.892,41.225,864.704
-106.875,41.225,779.513
-106.858,41.225,778.879
-106.808,41.225,604.963
-105.325,41.225,907.442
-105.275,41.225,906.575
-105.258,41.225,909.154
-105.242,41.225,894.525
-105.225,41.225,872.563
-105.208,41.225,842.761
-105.192,41.225,830.192
-105.175,41.225,792.36
-105.158,41.225,792.422
-105.142,41.225,740.168
-105.125,41.225,734.19
-105.108,41.225,698.411
-105.092,41.225,681.464
-105.075,41.225,672.58
-105.058,41.225,627.306
-105.042,41.225,623.391
-104.175,41.225,383.382
-102.642,41.225,381.544
-124.125,41.242,321.77
-123.892,41.242,331.077
-121.825,41.242,330.884
-114.292,41.242,537.194
-107.075,41.242,560.823
-106.942,41.242,964.928
-106.925,41.242,1058.601
-106.892,41.242,900.195
-106.875,41.242,803.888
-106.858,41.242,755.022
-106.842,41.242,661.586
-105.358,41.242,889.204
-105.342,41.242,890.385
-105.325,41.242,938.763
-105.308,41.242,918.597
-105.292,41.242,924.207
-105.275,41.242,923.795
-105.258,41.242,912.237
-105.242,41.242,900.122
-105.225,41.242,857.443
-105.208,41.242,828.232
-105.192,41.242,799.503
-105.175,41.242,767.618
-105.158,41.242,756.048
-105.142,41.242,703.198
-105.125,41.242,679.384
-105.108,41.242,648.973
-105.092,41.242,614.55
-105.075,41.242,609.104
-104.892,41.242,503.031
-104.875,41.242,494.843
-104.175,41.242,403.688
-103.892,41.242,420.546
-102.942,41.242,415.984
-102.625,41.242,380.358
-102.325,41.242,351.342
-102.308,41.242,352.765
-102.292,41.242,351.143
-100.392,41.242,349.979
-100.242,41.242,390.611
-124.108,41.258,296.172
-123.842,41.258,299.579
-123.742,41.258,257.485
-114.325,41.258,552.78
-114.308,41.258,490.995
-114.292,41.258,553.726
-114.275,41.258,464.086
-107.058,41.258,675.888
-106.958,41.258,972.51
-106.942,41.258,884.886
-106.925,41.258,988.797
-106.908,41.258,861.268
-106.892,41.258,848.773
-106.875,41.258,750.768
-106.858,41.258,708.306
-106.842,41.258,623.452
-105.425,41.258,665.399
-105.342,41.258,877.218
-105.325,41.258,946.386
-105.308,41.258,932.619
-105.292,41.258,935.195
-105.275,41.258,920.161
-105.258,41.258,898.354
-105.242,41.258,884.035
-105.225,41.258,849.421
-105.208,41.258,829.37
-105.192,41.258,805.346
-105.175,41.258,771.679
-105.158,41.258,760.164
-105.142,41.258,712.293
-105.125,41.258,698.354
-105.108,41.258,672.471
-105.092,41.258,638.352
-105.075,41.258,631.754
-104.892,41.258,511.334
-104.875,41.258,502.961
-104.058,41.258,404.718
-103.658,41.258,425.07
-102.858,41.258,408.485
-102.292,41.258,353.165
-124.108,41.275,283.657
-124.092,41.275,285.044
-123.742,41.275,261.732
-122.558,41.275,292.304
-114.325,41.275,605.968
-114.308,41.275,548.065
-114.292,41.275,556.593
-114.275,41.275,471.632
-110.425,41.275,441.098
-110.408,41.275,412.359
-106.958,41.275,1121.923
-106.942,41.275,1010.41
-106.925,41.275,1073.475
-106.875,41.275,756.164
-105.408,41.275,732.41
-105.342,41.275,952.224
-105.325,41.275,993.741
-105.308,41.275,984.109
-105.292,41.275,960.852
-105.275,41.275,942.634
-105.258,41.275,914.008
-105.242,41.275,901.917
-105.225,41.275,850.51
-105.208,41.275,831.258
-105.192,41.275,812.131
-105.175,41.275,767.391
-105.158,41.275,750.371
-105.142,41.275,703.334
-105.125,41.275,666.278
-105.108,41.275,641.84
-105.092,41.275,605.21
-104.892,41.275,530.832
-104.875,41.275,522.489
-104.858,41.275,518.987
-104.408,41.275,430.051
-104.075,41.275,396.721
-123.908,41.292,259.312
-121.808,41.292,286.79
-114.692,41.292,382.902
-114.325,41.292,603.376
-114.308,41.292,555.175
-114.292,41.292,573.044
-114.275,41.292,493.993
-110.442,41.292,484.034
-110.425,41.292,473.17
-110.408,41.292,428.301
-110.392,41.292,400.016
-106.975,41.292,988.204
-106.958,41.292,1052.225
-106.942,41.292,925.391
-106.875,41.292,668.104
-106.108,41.292,827.056
-105.442,41.292,623.501
-105.408,41.292,742.5
-105.392,41.292,858.764
-105.358,41.292,934.798
-105.342,41.292,945.703
-105.325,41.292,993.63
-105.308,41.292,997.546
-105.292,41.292,988.158
-105.275,41.292,981.226
-105.258,41.292,952.311
-105.242,41.292,935.577
-105.225,41.292,874.018
-105.208,41.292,845.289
-105.192,41.292,817.3
-105.175,41.292,763.28
-105.158,41.292,743.906
-105.142,41.292,697.588
-105.125,41.292,664.822
-105.108,41.292,643.741
-105.092,41.292,609.407
-104.892,41.292,534.525
-104.875,41.292,526.122
-104.858,41.292,523.577
-104.425,41.292,437.836
-104.408,41.292,438.623
-104.392,41.292,442.505
-104.158,41.292,418.78
-104.092,41.292,396.265
-104.075,41.292,396.861
-122.825,41.308,1070.288
-122.808,41.308,1174.106
-122.658,41.308,235.747
-120.725,41.308,471.158
-114.658,41.308,411.715
-114.358,41.308,485.889
-114.308,41.308,562.919
-114.275,41.308,495.36
-110.442,41.308,485.95
-110.425,41.308,494.403
-110.408,41.308,436.22
-110.392,41.308,414.133
-108.625,41.308,503.876
-107.025,41.308,994.044
-107.008,41.308,967.088
-106.992,41.308,1092.218
-106.975,41.308,998.984
-106.958,41.308,1057.085
-106.942,41.308,903.242
-106.925,41.308,895.695
-106.908,41.308,759.4
-106.892,41.308,625.118
-106.108,41.308,755.588
-106.092,41.308,672.416
-106.075,41.308,708.121
-106.058,41.308,643.404
-106.042,41.308,671.428
-106.025,41.308,659.561
-106.008,41.308,648.029
-105.408,41.308,757.442
-105.392,41.308,883.793
-105.358,41.308,936.244
-105.342,41.308,949.915
-105.325,41.308,984.436
-105.308,41.308,991.204
-105.292,41.308,976.59
-105.275,41.308,965.787
-105.242,41.308,924.108
-105.225,41.308,894.558
-105.208,41.308,854.419
-105.192,41.308,841.376
-105.175,41.308,782.302
-105.158,41.308,749.128
-105.142,41.308,706.336
-105.125,41.308,662.115
-105.108,41.308,647.266
-105.092,41.308,608.688
-105.075,41.308,607.258
-104.908,41.308,562.24
-104.892,41.308,557.256
-104.875,41.308,544.563
-104.858,41.308,537.963
-104.425,41.308,447.046
-104.408,41.308,449.328
-104.392,41.308,452.887
-100.442,41.308,342.25
-122.842,41.325,700.057
-122.825,41.325,723.777
-120.792,41.325,330.463
-119.908,41.325,294.342
-114.725,41.325,360.49
-114.658,41.325,401.733
-114.342,41.325,485.849
-114.325,41.325,605.252
-114.308,41.325,591.41
-114.292,41.325,607.704
-114.275,41.325,542.424
-114.258,41.325,488.664
-110.442,41.325,508.836
-110.425,41.325,525.949
-110.408,41.325,460.104
-110.392,41.325,430.278
-108.625,41.325,507.367
-108.608,41.325,496.433
-107.042,41.325,912.238
-107.025,41.325,958.403
-107.008,41.325,927.717
-106.992,41.325,1044.666
-106.975,41.325,953.852
-106.958,41.325,1006.909
-106.942,41.325,861.798
-106.925,41.325,859.432
-106.908,41.325,739.539
-106.892,41.325,613.41
-106.075,41.325,732.773
-105.442,41.325,655.913
-105.425,41.325,727.615
-105.408,41.325,776.028
-105.392,41.325,909.538
-105.375,41.325,925.188
-105.358,41.325,974.21
-105.342,41.325,988.364
-105.325,41.325,1022.894
-105.308,41.325,1020.584
-105.292,41.325,993.306
-105.275,41.325,967.871
-105.258,41.325,942.69
-105.242,41.325,910.268
-105.225,41.325,870.999
-105.208,41.325,821.809
-105.192,41.325,802.349
-105.175,41.325,744.049
-105.158,41.325,717.527
-105.142,41.325,681.395
-105.125,41.325,642.707
-105.108,41.325,634.789
-104.908,41.325,556.531
-104.892,41.325,552.435
-104.875,41.325,540.575
-100.475,41.325,341.828
-122.842,41.342,573.009
-122.825,41.342,569.302
-122.742,41.342,687.92
-119.908,41.342,350.471
-119.892,41.342,417.426
-114.725,41.342,418.815
-114.675,41.342,397.362
-114.325,41.342,491.521
-114.292,41.342,549.147
-114.275,41.342,501.083
-114.258,41.342,486.649
-108.608,41.342,515.681
-107.108,41.342,738.172
-107.092,41.342,830.1
-107.075,41.342,856.235
-107.058,41.342,930.881
-107.042,41.342,949.508
-107.025,41.342,1033.287
-107.008,41.342,987.225
-106.992,41.342,1053.513
-106.975,41.342,958.696
-106.958,41.342,938.609
-106.942,41.342,817.555
-106.925,41.342,743.624
-106.908,41.342,653.225
-106.075,41.342,624.127
-105.442,41.342,677.148
-105.425,41.342,756.271
-105.408,41.342,804.79
-105.392,41.342,917.274
-105.375,41.342,936.721
-105.358,41.342,970.996
-105.342,41.342,976.355
-105.325,41.342,1018.34
-105.308,41.342,1011.691
-105.292,41.342,998.774
-105.275,41.342,969.6
-105.258,41.342,959.563
-105.242,41.342,919.183
-105.225,41.342,911.532
-105.208,41.342,849.174
-105.192,41.342,839.112
-105.175,41.342,775.991
-105.158,41.342,726.498
-105.142,41.342,695.362
-105.125,41.342,650.752
-105.108,41.342,647.103
-105.092,41.342,617.519
-105.075,41.342,622.403
-105.058,41.342,608.416
-104.908,41.342,565.467
-104.892,41.342,560.676
-104.875,41.342,550.24
-104.225,41.342,453.127
-104.208,41.342,456.366
-104.192,41.342,451.305
-104.175,41.342,452.354
-122.875,41.358,512.798
-122.858,41.358,542.713
-122.842,41.358,474.184
-122.825,41.358,460.786
-122.758,41.358,463.583
-122.742,41.358,563.25
-122.725,41.358,445.092
-122.708,41.358,549.508
-119.908,41.358,349.535
-119.875,41.358,399.303
-119.858,41.358,420.157
-119.825,41.358,395.872
-119.808,41.358,384.707
-118.358,41.358,478.237
-115.958,41.358,330.497
-114.308,41.358,509.504
-114.275,41.358,539.491
-114.258,41.358,536.266
-107.142,41.358,631.157
-107.125,41.358,729.91
-107.108,41.358,737.042
-107.092,41.358,821.09
-107.075,41.358,848.643
-107.058,41.358,909.697
-107.042,41.358,910.2
-107.025,41.358,966.947
-107.008,41.358,912.426
-106.992,41.358,965.826
-106.975,41.358,872.86
-106.958,41.358,859.484
-106.942,41.358,760.128
-106.925,41.358,710.104
-106.908,41.358,641.519
-106.092,41.358,801.62
-106.075,41.358,732.611
-106.058,41.358,695.095
-106.042,41.358,627.107
-105.442,41.358,661.15
-105.425,41.358,736.134
-105.392,41.358,918.521
-105.375,41.358,951.999
-105.358,41.358,989.565
-105.342,41.358,989.089
-105.325,41.358,1015.513
-105.308,41.358,1003.698
-105.292,41.358,991.486
-105.275,41.358,967.767
-105.258,41.358,957.939
-105.242,41.358,914.04
-105.225,41.358,896.434
-105.208,41.358,827.368
-105.192,41.358,813.048
-105.175,41.358,754.046
-105.158,41.358,713.409
-105.142,41.358,689.978
-105.125,41.358,650.531
-105.108,41.358,647.522
-105.092,41.358,617.506
-105.075,41.358,621.139
-105.025,41.358,610.972
-104.958,41.358,593.499
-104.942,41.358,588.218
-104.925,41.358,585.602
-104.908,41.358,576.414
-104.892,41.358,573.746
-104.875,41.358,564.822
-104.858,41.358,554.08
-104.325,41.358,480.292
-104.308,41.358,480.965
-104.292,41.358,482.184
-104.275,41.358,479.669
-104.258,41.358,478.253
-104.242,41.358,478.448
-104.225,41.358,471.104
-104.208,41.358,476.17
-104.192,41.358,470.564
-104.175,41.358,469.321
-104.158,41.358,466.124
-104.142,41.358,464.837
-122.625,41.375,435.521
-119.908,41.375,411.299
-119.892,41.375,514.763
-119.875,41.375,502.005
-119.858,41.375,559.215
-119.842,41.375,555.529
-119.825,41.375,514.249
-119.808,41.375,495.032
-119.792,41.375,435.312
-119.542,41.375,335.916
-115.975,41.375,320.275
-115.958,41.375,342.627
-115.942,41.375,323.744
-114.942,41.375,338.253
-114.925,41.375,404.103
-114.258,41.375,501.744
-110.858,41.375,315.128
-110.842,41.375,333.552
-110.825,41.375,369.703
-107.158,41.375,686.068
-107.142,41.375,702.75
-107.125,41.375,809.251
-107.108,41.375,805.113
-107.092,41.375,888.954
-107.075,41.375,912.558
-107.058,41.375,945.254
-107.042,41.375,931.745
-107.025,41.375,980.245
-107.008,41.375,918.866
-106.992,41.375,909.017
-106.975,41.375,825.67
-106.958,41.375,754.758
-106.942,41.375,676.153
-106.075,41.375,739.693
-106.058,41.375,748.919
-106.042,41.375,657.59
-105.442,41.375,683.549
-105.425,41.375,761.55
-105.408,41.375,808.522
-105.392,41.375,926.286
-105.375,41.375,952.985
-105.358,41.375,990.472
-105.342,41.375,995.175
-105.325,41.375,1011.499
-105.308,41.375,1004.593
-105.292,41.375,986.921
-105.275,41.375,970.954
-105.258,41.375,953.453
-105.242,41.375,908.758
-105.225,41.375,906.144
-105.208,41.375,829.296
-105.192,41.375,811.616
-105.175,41.375,759.276
-105.158,41.375,688.315
-105.142,41.375,674.224
-105.125,41.375,638.256
-105.108,41.375,635.41
-105.092,41.375,616.913
-105.075,41.375,621.618
-105.042,41.375,614.97
-105.025,41.375,617.524
-104.975,41.375,596.913
-104.858,41.375,546.264
-104.342,41.375,485.349
-104.325,41.375,485.346
-104.308,41.375,484.773
-104.292,41.375,482.468
-104.275,41.375,481.714
-104.258,41.375,476.679
-104.242,41.375,480.293
-104.225,41.375,476.3
-104.208,41.375,482.003
-104.192,41.375,481.812
-104.175,41.375,479.935
-104.158,41.375,485.577
-104.142,41.375,480.228
-104.125,41.375,486.486
-122.875,41.392,431.621
-122.758,41.392,300.067
-122.475,41.392,476.559
-119.925,41.392,378.502
-119.908,41.392,371.697
-119.892,41.392,461.609
-119.875,41.392,446.986
-119.858,41.392,493.174
-119.842,41.392,483.427
-119.825,41.392,446.101
-119.808,41.392,435.482
-118.358,41.392,475.257
-115.958,41.392,338.028
-114.925,41.392,396.316
-114.258,41.392,524.604
-111.442,41.392,274.803
-111.308,41.392,302.112
-110.858,41.392,336.268
-110.842,41.392,349.975
-110.792,41.392,407.77
-110.775,41.392,412.358
-110.758,41.392,452.072
-107.175,41.392,616.617
-107.158,41.392,694.827
-107.142,41.392,696.671
-107.125,41.392,794.511
-107.108,41.392,780.54
-107.092,41.392,849.287
-107.075,41.392,855.245
-107.058,41.392,876.05
-107.042,41.392,858.752
-106.992,41.392,857.557
-106.975,41.392,798.077
-106.958,41.392,751.289
-106.942,41.392,686.56
-106.075,41.392,739.184
-106.058,41.392,740.824
-106.042,41.392,642.542
-105.442,41.392,689.662
-105.425,41.392,765.654
-105.408,41.392,805.838
-105.392,41.392,911.877
-105.375,41.392,932.191
-105.358,41.392,977.229
-105.342,41.392,998.605
-105.325,41.392,1031.648
-105.308,41.392,1030.11
-105.292,41.392,1010.612
-105.275,41.392,987.915
-105.258,41.392,965.568
-105.242,41.392,914.952
-105.225,41.392,899.238
-105.208,41.392,813.272
-105.192,41.392,790.636
-105.175,41.392,746.916
-105.158,41.392,686.84
-105.142,41.392,681.85
-105.125,41.392,649.966
-105.108,41.392,651.481
-105.092,41.392,637.627
-105.075,41.392,649.575
-105.058,41.392,642.463
-105.042,41.392,643.178
-105.025,41.392,639.132
-105.008,41.392,631.126
-104.992,41.392,619.988
-104.858,41.392,559.713
-104.325,41.392,490.045
-104.308,41.392,488.517
-104.292,41.392,486.881
-104.275,41.392,486.977
-104.258,41.392,482.845
-104.242,41.392,487.397
-104.225,41.392,483.297
-104.208,41.392,487.792
-104.192,41.392,487.583
-104.175,41.392,486.197
-104.158,41.392,492.509
-104.142,41.392,485.597
-104.125,41.392,491.21
-119.992,41.408,252.525
-119.925,41.408,409.669
-119.908,41.408,399.293
-119.892,41.408,488.674
-119.875,41.408,468.249
-119.858,41.408,482.51
-119.842,41.408,471.727
-118.925,41.408,438.921
-118.375,41.408,648.355
-118.358,41.408,492.858
-118.342,41.408,437.193
-115.942,41.408,357.05
-115.425,41.408,314.034
-113.408,41.408,145.45
-111.308,41.408,332.286
-110.842,41.408,350.171
-110.825,41.408,390.834
-110.808,41.408,396.552
-110.792,41.408,413.838
-110.775,41.408,419.576
-110.758,41.408,428.964
-110.742,41.408,428.312
-107.192,41.408,668.483
-107.175,41.408,671.263
-107.158,41.408,754.152
-107.142,41.408,747.305
-107.125,41.408,814.922
-107.108,41.408,793.307
-107.092,41.408,874.112
-107.075,41.408,857.601
-107.058,41.408,886.881
-107.042,41.408,865.08
-107.025,41.408,862.777
-107.008,41.408,830.805
-106.992,41.408,728.551
-106.975,41.408,702.949
-106.958,41.408,611.563
-106.042,41.408,660.438
-105.442,41.408,688.461
-105.425,41.408,779.128
-105.408,41.408,815.665
-105.392,41.408,929.304
-105.375,41.408,936.902
-105.358,41.408,998.835
-105.342,41.408,1018.288
-105.325,41.408,1031.755
-105.308,41.408,1042.282
-105.292,41.408,1023.886
-105.275,41.408,1004.22
-105.258,41.408,977.43
-105.242,41.408,924.183
-105.225,41.408,921.149
-105.208,41.408,823.407
-105.192,41.408,818.018
-105.175,41.408,770.548
-105.158,41.408,705.174
-105.142,41.408,704.921
-105.125,41.408,666.215
-105.108,41.408,674.415
-105.092,41.408,644.608
-105.075,41.408,659.72
-105.058,41.408,645.603
-105.042,41.408,644.855
-105.025,41.408,635.618
-105.008,41.408,630.541
-104.992,41.408,614.251
-104.875,41.408,566.078
-104.858,41.408,559.528
-104.308,41.408,497.251
-104.292,41.408,500.475
-104.275,41.408,499.461
-104.258,41.408,502.673
-104.242,41.408,503.776
-122.758,41.425,245.32
-122.692,41.425,342.891
-122.442,41.425,643.925
-122.425,41.425,452.07
-122.408,41.425,522.337
-119.892,41.425,444.072
-119.858,41.425,440.405
-119.842,41.425,437.764
-118.375,41.425,537.231
-115.408,41.425,292.347
-113.408,41.425,146.561
-113.392,41.425,152.99
-111.308,41.425,327.88
-110.842,41.425,354.068
-110.825,41.425,390.596
-110.808,41.425,393.161
-110.792,41.425,407.799
-110.775,41.425,412.324
-110.758,41.425,422.071
-110.742,41.425,426.41
-110.725,41.425,444.626
-107.208,41.425,615.619
-107.192,41.425,679.474
-107.175,41.425,676.98
-107.158,41.425,760.49
-107.142,41.425,756.343
-107.125,41.425,830.425
-107.108,41.425,806.451
-107.092,41.425,879.073
-107.075,41.425,842.724
-107.058,41.425,854.66
-107.042,41.425,822.03
-107.025,41.425,814.559
-107.008,41.425,795.425
-106.992,41.425,712.593
-106.975,41.425,707.107
-106.958,41.425,629.518
-106.058,41.425,784.656
-106.042,41.425,684.663
-105.458,41.425,624.446
-105.442,41.425,693.663
-105.425,41.425,777.238
-105.408,41.425,810.727
-105.392,41.425,924.086
-105.375,41.425,928.622
-105.358,41.425,984.649
-105.342,41.425,996.438
-105.325,41.425,1000.099
-105.308,41.425,1004.357
-105.292,41.425,983.532
-105.275,41.425,966.42
-105.258,41.425,943.563
-105.242,41.425,895.11
-105.225,41.425,890.811
-105.208,41.425,794.468
-105.192,41.425,784.971
-105.175,41.425,731.434
-105.158,41.425,662.329
-105.142,41.425,657.896
-105.125,41.425,623.247
-105.108,41.425,634.467
-105.075,41.425,621.853
-105.008,41.425,613.489
-104.875,41.425,564.481
-104.275,41.425,505.648
-104.258,41.425,506.695
-122.475,41.442,718.189
-122.458,41.442,494.802
-122.442,41.442,644.508
-122.425,41.442,511.559
-122.408,41.442,565.989
-122.375,41.442,544.009
-118.425,41.442,537.209
-118.392,41.442,588.638
-118.375,41.442,527.397
-118.358,41.442,432.173
-115.425,41.442,336.516
-114.925,41.442,462.089
-111.308,41.442,341.385
-110.708,41.442,437.296
-107.242,41.442,623.373
-107.225,41.442,670.317
-107.208,41.442,672.361
-107.192,41.442,699.917
-107.175,41.442,701.617
-107.158,41.442,740.6
-107.142,41.442,739.765
-107.125,41.442,767.723
-107.108,41.442,748.798
-107.092,41.442,796.647
-107.075,41.442,757.901
-107.058,41.442,758.548
-107.042,41.442,725.541
-107.025,41.442,707.412
-107.008,41.442,689.086
-106.992,41.442,623.556
-106.058,41.442,748.661
-106.042,41.442,654.54
-105.442,41.442,678.358
-105.425,41.442,782.006
-105.408,41.442,813.106
-105.392,41.442,904.792
-105.375,41.442,912.46
-105.358,41.442,969.197
-105.342,41.442,975.9
-105.325,41.442,987.264
-105.308,41.442,984.517
-105.292,41.442,984.285
-105.275,41.442,963.814
-105.258,41.442,955.709
-105.242,41.442,902.051
-105.225,41.442,895.763
-105.208,41.442,807.556
-105.192,41.442,772.008
-105.175,41.442,732.588
-105.158,41.442,655.345
-105.142,41.442,654.621
-105.125,41.442,632.962
-105.108,41.442,638.61
-105.092,41.442,631.429
-105.075,41.442,635.574
-105.058,41.442,632.059
-105.042,41.442,633.594
-105.025,41.442,628.109
-105.008,41.442,628.149
-104.992,41.442,621.396
-104.975,41.442,618.893
-104.958,41.442,611.14
-104.892,41.442,587.259
-103.925,41.442,515.392
-103.892,41.442,508.877
-122.592,41.458,658.582
-122.575,41.458,691.805
-122.475,41.458,699.961
-122.458,41.458,541.427
-122.442,41.458,723.53
-122.425,41.458,541.742
-122.408,41.458,568.943
-122.392,41.458,526.926
-118.442,41.458,367.42
-118.425,41.458,507.862
-118.408,41.458,452.424
-118.392,41.458,547.389
-118.375,41.458,478.779
-114.975,41.458,363.867
-114.925,41.458,464.173
-107.258,41.458,634.364
-107.242,41.458,644.317
-107.225,41.458,689.321
-107.208,41.458,700.278
-107.192,41.458,740.315
-107.175,41.458,748.231
-107.158,41.458,789.819
-107.142,41.458,785.697
-107.125,41.458,808.285
-107.108,41.458,787.942
-107.092,41.458,841.702
-107.075,41.458,809.245
-107.058,41.458,819.016
-107.042,41.458,790.524
-107.025,41.458,775.418
-107.008,41.458,748.851
-106.992,41.458,667.207
-106.975,41.458,645.715
-106.058,41.458,761.539
-106.042,41.458,669.603
-105.458,41.458,643.381
-105.442,41.458,700.18
-105.425,41.458,801.032
-105.408,41.458,828.48
-105.392,41.458,919.075
-105.375,41.458,926.725
-105.358,41.458,983.261
-105.342,41.458,987.831
-105.325,41.458,995.742
-105.308,41.458,989.352
-105.292,41.458,985.01
-105.275,41.458,955.917
-105.258,41.458,939.735
-105.242,41.458,880.172
-105.225,41.458,877.495
-105.208,41.458,809.251
-105.192,41.458,799.76
-105.175,41.458,789.748
-105.158,41.458,728.243
-105.142,41.458,743.296
-105.125,41.458,719.38
-105.108,41.458,717.84
-105.092,41.458,697.52
-105.075,41.458,687.146
-105.058,41.458,671.861
-105.042,41.458,663.757
-105.025,41.458,650.006
-105.008,41.458,642.075
-104.992,41.458,628.26
-104.975,41.458,621.218
-104.958,41.458,612.147
-104.908,41.458,583.05
-104.042,41.458,509.856
-104.025,41.458,511.543
-104.008,41.458,508.875
-103.992,41.458,511.57
-103.975,41.458,512.463
-103.958,41.458,512.545
-103.925,41.458,513.518
-103.758,41.458,511.33
-103.742,41.458,513.595
-103.725,41.458,513.556
-103.708,41.458,512.933
-102.892,41.458,432.189
-102.625,41.458,369.488
-100.692,41.458,338.52
-100.675,41.458,337.478
-100.508,41.458,351.499
-100.342,41.458,377.524
-123.608,41.475,270.523
-123.558,41.475,253.175
-122.492,41.475,434.869
-122.475,41.475,526.101
-122.458,41.475,471.71
-122.442,41.475,598.943
-122.425,41.475,550.015
-122.408,41.475,564.396
-122.392,41.475,590.563
-122.375,41.475,626.305
-122.358,41.475,689.004
-116.375,41.475,389.51
-114.958,41.475,474.559
-114.942,41.475,437.394
-114.925,41.475,471.387
-111.358,41.475,402.923
-107.292,41.475,668.704
-107.275,41.475,665.566
-107.258,41.475,738.535
-107.242,41.475,735.363
-107.225,41.475,790.222
-107.208,41.475,799.956
-107.192,41.475,802.447
-107.175,41.475,814.585
-107.158,41.475,805.291
-107.142,41.475,801.224
-107.125,41.475,783.247
-107.108,41.475,767.786
-107.092,41.475,752.473
-107.075,41.475,737.526
-107.058,41.475,710.033
-107.042,41.475,692.532
-107.025,41.475,670.976
-107.008,41.475,647.907
-106.992,41.475,620.245
-106.042,41.475,702.911
-105.458,41.475,644.728
-105.442,41.475,697.871
-105.425,41.475,810.546
-105.408,41.475,832.874
-105.392,41.475,914.54
-105.375,41.475,917.895
-105.358,41.475,973.326
-105.342,41.475,977.506
-105.325,41.475,973.328
-105.308,41.475,966.012
-105.292,41.475,979.423
-105.275,41.475,939.915
-105.258,41.475,940.676
-105.242,41.475,880.12
-105.225,41.475,841.183
-105.208,41.475,795.768
-105.192,41.475,723.474
-105.175,41.475,731.264
-105.158,41.475,660.31
-105.142,41.475,679.163
-105.125,41.475,663.162
-105.108,41.475,659.496
-105.092,41.475,662.684
-105.075,41.475,648.126
-105.058,41.475,656.779
-105.042,41.475,644.254
-105.025,41.475,647.221
-105.008,41.475,634.915
-104.992,41.475,634.752
-104.975,41.475,622.544
-104.958,41.475,624.878
-104.925,41.475,613.607
-104.908,41.475,596.532
-104.025,41.475,512.37
-104.008,41.475,509.375
-103.992,41.475,515.346
-103.975,41.475,513.485
-103.958,41.475,517.375
-103.942,41.475,512.236
-103.925,41.475,515.012
-103.092,41.475,460.132
-100.375,41.475,391.076
-122.625,41.492,614.601
-122.575,41.492,812.326
-122.558,41.492,791.898
-122.542,41.492,826.575
