Latitude,Longitude,Min. Depth,Temp. Gradient
48.917,-117.33,350,23
48.917,-117.33,327,18
48.917,-117.58,100,20
48.903,-117.59,290,20
48.884,-118.6,14,29
48.869,-118.58,39,34
48.717,-119.58,165,21
48.684,-119.49,24,23
48.653,-118.77,150,31
48.601,-120.38,140,26
48.601,-120.38,240,23
48.451,-122.63,80,12
48.419,-119.5,104,27
48.352,-118.87,130,20
48.352,-118.87,205,22
48.352,-118.87,120,19
48.3,-117.75,49,14
48.135,-117.22,95,27
48.051,-118.7,115,19
48.051,-118.7,120,17
47.968,-118.07,60,27
47.936,-117.52,19,27
47.935,-118.15,100,25
47.917,-117.45,35,35
47.869,-117.27,154,24
47.868,-118.12,90,26
47.868,-118.12,60,27
47.817,-118.02,100,33
47.767,-117.17,120,27
47.752,-118.52,109,55
47.717,-121.12,40,26
47.669,-121.64,120,20
47.669,-117.5,80,41
47.601,-117.29,64,20
47.584,-117.22,25,30
47.567,-120.15,24,14
47.501,-121.35,80,14
47.501,-117.39,95,41
47.485,-121.4,86,18
47.451,-120.35,99,21
47.418,-121.4,110,14
47.367,-120.3,310,28
47.333,-118.92,61,42
47.234,-124.18,304,27
47.117,-120.67,10,29
47.101,-120.67,10,2
47.067,-122.22,60,10
47.001,-121.69,115,19
47.001,-119.52,70,49
47.001,-118.8,164,19
46.952,-118.78,20,42
46.919,-118.4,25,17
46.85,-122.25,25,10
46.85,-124.1,60,26
46.817,-120.65,40,23
46.769,-120.65,40,36
46.769,-122.25,100,19
46.75,-120.63,75,31
46.719,-120.75,70,24
46.719,-120.77,20,35
46.719,-121.85,10,25
46.719,-117.22,54,22
46.702,-121.57,75,33
46.683,-120.75,10,63
46.668,-120.6,20,39
46.667,-121.02,25,67
46.65,-121.32,60,46
46.65,-121.28,35,42
46.634,-121.38,10,45
46.633,-123.22,110,20
46.618,-120.4,50,32
46.617,-121.68,10,43
46.617,-120.4,10,26
46.603,-122.22,10,26
46.602,-119.12,10,48
46.601,-120.38,120,26
46.583,-119.52,53,37
46.568,-123.02,120,29
46.568,-120.17,20,32
46.551,-122.3,19,15
46.55,-121.78,50,5
46.536,-122.57,125,25
46.534,-122.83,100,33
46.534,-122.82,100,34
46.534,-122.48,40,19
46.534,-122.62,30,20
46.533,-122.55,60,23
46.519,-122.55,70,18
46.519,-122.82,90,34
46.518,-120.32,100,41
46.518,-120.19,10,42
46.518,-121.93,35,41
46.518,-122.45,90,20
46.517,-120,60,33
46.517,-117.75,15,40
46.501,-122.48,65,27
46.468,-120.25,10,32
46.435,-119.39,40,41
46.434,-120.2,130,41
46.433,-119.78,900,37
46.433,-119.78,58,33
46.419,-120.17,150,28
46.418,-119.27,20,37
46.417,-119.58,30,35
46.384,-117.07,15,35
46.384,-117.18,10,32
46.368,-117.65,10,27
46.353,-119.28,5,34
46.351,-122.07,120,18
46.35,-122.1,205,18
46.318,-120.77,20,46
46.301,-117.95,49,31
46.285,-122.87,20,14
46.269,-119.99,24,58
46.267,-119.44,70,184
46.267,-118.75,135,34
46.252,-122.23,30,20
46.236,-119.4,160,43
46.167,-122.27,50,24
46.151,-118.67,50,37
46.134,-119.62,5,35
46.119,-116.99,160,36
46.118,-121.77,85,44
46.086,-121.7,115,53
46.084,-118.33,100,35
46.084,-116.98,15,40
46.052,-118.37,85,34
46.036,-121.75,15,58
46.036,-118.32,10,33
46.034,-118.5,10,55
46.018,-118.33,35,81
46.018,-118.62,60,69
46.017,-118.67,20,106
45.986,-121.89,100,49
45.968,-121.62,100,52
45.952,-119.87,90,48
45.934,-122.7,100,21
45.934,-120.97,54,31
45.901,-121.04,40,31
45.9,-122.65,120,32
45.884,-122.5,70,32
45.883,-120.92,55,24
45.869,-122.45,70,20
45.852,-120.65,20,30
45.818,-121.12,70,37
45.818,-120.82,70,18
45.817,-122.45,135,38
45.802,-121.95,50,75
45.768,-122.19,20,15
45.768,-122.2,35,24
45.768,-122.2,30,20
45.768,-122.19,30,15
45.768,-122.18,25,23
45.768,-122.22,30,23
45.767,-122.19,205,24
45.767,-121.12,20,27
45.751,-120.52,50,32
45.735,-121.1,160,39
45.734,-121.17,65,33
45.734,-120.22,30,53
45.733,-121.8,5,166
45.719,-122.4,30,27
45.719,-122.43,30,27
45.719,-121.1,20,36
45.718,-122.43,30,27
45.702,-121.87,59,26
45.702,-121.88,39,31
45.702,-121.45,70,35
45.702,-121.3,35,33
45.701,-121.85,15,32
45.7,-121.4,59,32
45.7,-121.4,25,36
45.7,-121.23,120,26
45.686,-120.92,40,28
45.667,-122.37,25,23
45.65,-121.95,80,82
45.636,-121.95,50,129
45.634,-121.97,100,49
45.634,-122.43,30,37
45.586,-122.39,60,31
39.667,-79.983,260,9
39.417,-80.083,1829,33
39.283,-80.767,1067,28
39.2,-80.233,1829,36
45.3,-91.45,9,100
45.017,-108.9,1432,22
45.017,-108.98,1573,23
45,-108.88,1425,22
44.983,-108.87,1072,25
44.983,-108.87,1152,21
44.717,-110.7,3,999
44.602,-109.75,80,26
44.583,-110.8,15,999
44.567,-110.82,4,999
44.517,-110.82,4,999
44.367,-104.08,50,30
43.918,-109.28,210,35
43.867,-109.28,140,28
43.817,-106.02,73,22
43.801,-105.98,82,21
43.402,-107.87,50,22
42.501,-107.65,100,16
42.451,-106.05,180,18
42.368,-107.82,100,22
42.301,-106.78,500,14
42.286,-108.85,165,18
42.151,-105.83,91,22
41.769,-106.67,30,21
41.718,-106.62,60,21
41.634,-105.38,130,14
41.6,-105.98,1221,29
41.585,-109.37,60,26
41.533,-109.42,53,44
41.467,-106.27,170,7
41.417,-106.25,110,19
41.384,-105.42,150,15
41.219,-107.23,650,10
41.2,-107.02,200,12
41.168,-105.32,140,15
41.135,-105.18,70,18
41.052,-107.75,130,26
